winery,vintage,year,region,rating,ratings_count,country_rank,region_rank,winery_rank,global_rank,foods,alcohol,drink_from,drink_until,style,body,body_desc,acidity,acidity_desc,grapes,price,highlights
QuintaSardonia,Sard&#243;n,2017,CastillayLe&#243;n,3.8,807,7,10,49,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Tempranillo,4,Full-bodied,2,Medium,Garnacha,12.64,['Popular among Vivino users. More than 800 ratings']
QuintaSardonia,Sard&#243;n,2018,CastillayLe&#243;n,3.8,312,8,10,50,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Tempranillo,4,Full-bodied,2,Medium,Tempranillo,10.81,"['Latest vintage available', 'Cheapest vintage available']"
R.L&#243;pezdeHeredia,Vi&#241;aBosconiaReserva,2008,RiojaAlta,4.2,2892,1,2,11,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,2020,2029,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,31.45,"['97 by Tim Atkin', 'Popular among Vivino users. More than 2800 ratings']"
R.L&#243;pezdeHeredia,Vi&#241;aBosconiaReserva,2006,RiojaAlta,4,1875,3,4,26,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",12.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,31.45,[]
R.L&#243;pezdeHeredia,Vi&#241;aBosconiaReserva,2009,RiojaAlta,4.2,1595,1,2,11,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,31.45,[]
R.L&#243;pezdeHeredia,Vi&#241;aBosconiaReserva,2010,RiojaAlta,4.2,269,2,2,14,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",12.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,31.45,[]
R.L&#243;pezdeHeredia,Vi&#241;aBosconiaReserva,2007,RiojaAlta,4.2,2817,1,2,11,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,2018,2028,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,31.45,[]
R.L&#243;pezdeHeredia,Vi&#241;aCubillo,2011,RiojaAlta,4.1,2681,2,3,19,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,2020,2025,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,22.45,"['93 by Tim Atkin', 'Popular among Vivino users. More than 2600 ratings', 'Among top 2% of all wines in the world']"
R.L&#243;pezdeHeredia,Vi&#241;aCubillo,2012,RiojaAlta,4,1842,3,4,26,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,22.45,[]
R.L&#243;pezdeHeredia,Vi&#241;aCubillo,2013,RiojaAlta,4,463,3,4,27,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,22.45,[]
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,2010,Rioja,4.2,271,2,2,14,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",13,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,42.61,[]
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,1973,Rioja,4.2,59,4,5,30,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",12,,,Spanish Rioja Red,4,Full-bodied,3,High,,39.48,[]
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,2001,Rioja,4,2655,3,4,25,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",12.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,39.48,[]
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,2009,Rioja,4.3,2357,1,1,5,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",12.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,42.61,"['Featured in Best wines between &#8364;30 and &#8364;60 right now', 'Latest vintage available']"
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,2007,Rioja,4.1,6682,2,3,19,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",13,2020,2030,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,39.48,[]
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,2006,Rioja,4.2,7273,1,2,10,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",13,2018,2025,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,39.48,[]
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,1964,Rioja,4.3,101,1,1,9,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,39.48,[]
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,2008,Rioja,4.3,6486,1,1,5,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,2020,2035,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,39.48,"['97 by Tim Atkin', 'Oldest vintage available', 'Cheapest vintage available']"
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,1997,Rioja,4.1,113,3,3,21,3,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,39.48,[]
R.L&#243;pezdeHeredia,Vi&#241;aTondoniaReserva,2004,Rioja,4.1,6829,2,3,19,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",12.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,39.48,[]
Raimat,AnimadeRaimatTinto,2017,CostersdelSegre,3.8,638,7,7,3,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,8.83,['Oldest vintage available']
Ra&#237;zdeGuzm&#225;n,Crianza,2014,RiberadelDuero,3.9,344,5,8,8,5,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,19.95,['Popular among Vivino users. More than 300 ratings']
Ra&#237;zdeGuzm&#225;n,Reserva,2014,RiberadelDuero,4,32,13,17,26,13,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,39.95,[]
Raiza,GranReserva,2013,Rioja,3.9,35,16,19,27,16,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,19.8,[]
RamirezdelaPiscina,Crianza,2015,Rioja,3.8,560,7,9,19,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,21.95,"['Popular among Vivino users. More than 500 ratings', 'Oldest vintage available']"
RamirezdelaPiscina,GranReserva,2013,Rioja,4.1,109,3,3,5,3,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,29.95,['Popular among Vivino users. More than 100 ratings']
RamirezdelaPiscina,Reserva,2016,Rioja,3.9,49,13,15,28,13,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,16.95,[]
Ram&#243;nBilbao,CrianzaRioja,2017,Rioja,4,14250,3,4,7,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,13.5,"['91 by Tim Atkin', 'Among top 4% of all wines in the world', 'Oldest vintage available']"
Ram&#243;nBilbao,CrianzaRioja,2016,Rioja,3.9,16580,5,6,13,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,13.5,['Popular among Vivino users. More than 16500 ratings']
Ram&#243;nBilbao,CrianzaRioja,2018,Rioja,3.9,3744,5,6,14,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,12.47,"['Good value for money. Similar wines usually cost 64% more.', 'Latest vintage available', 'Cheapest vintage available']"
Ram&#243;nBilbao,Edici&#243;nLimitada,2016,Rioja,4,993,3,4,9,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,16.2,[]
Ram&#243;nBilbao,GranReservaRioja(Tempranillo),2012,Rioja,4.1,725,2,3,5,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,31.98,[]
Ram&#243;nBilbao,GranReservaRioja(Tempranillo),2011,Rioja,4,2430,3,4,8,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,31.98,['Popular among Vivino users. More than 2400 ratings']
Ram&#243;nBilbao,Mirto,2014,Rioja,4.3,472,1,1,1,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,48.34,"['96 by Gu&#237;a Vivir el Vino', 'Among top 1% of all wines in the world']"
Ram&#243;nBilbao,RiojaReserva(Tempranillo),2015,Rioja,4.1,5176,2,3,4,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,18.95,"['Good value for money. Similar wines usually cost 32% more.', '92 by Tim Atkin', 'Popular among Vivino users. More than 5100 ratings', 'Among top 2% of all wines in the world']"
Ram&#243;nBilbao,RiojaVi&#241;edosdeAltura,2017,Rioja,4,682,3,4,9,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,16.5,[]
Ram&#243;nBilbao,Selecci&#243;nEspecial,2017,Rioja,3.8,420,7,9,22,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,,12.95,['Popular among Vivino users. More than 400 ratings']
Ram&#243;nBilbao,Selecci&#243;nEspecial,2019,Rioja,3.9,206,5,7,16,6,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,,12.95,['Good value for money. Similar wines usually cost 39% more.']
Ra&#250;lP&#233;rez,UltreiaMenc&#237;a,2017,Bierzo,3.9,89,6,9,22,7,"['Veal', 'Game (deer, venison)', 'Poultry']",12.5,,,Spanish Mencia,3,Medium-bodied,3,High,Mencia,19,[]
Ra&#250;lP&#233;rez,UltreiaSaintJacquesMenc&#237;a,2019,Bierzo,3.9,587,5,7,18,5,"['Veal', 'Game (deer, venison)', 'Poultry']",14,,,Spanish Mencia,3,Medium-bodied,3,High,Mencia,16.55,[]
Ra&#250;lP&#233;rez,UltreiaSaintJacquesMenc&#237;a,2018,Bierzo,3.8,3211,7,10,22,8,"['Veal', 'Game (deer, venison)', 'Poultry']",14,2020,2024,Spanish Mencia,3,Medium-bodied,3,High,Mencia,16.55,['Popular among Vivino users. More than 3200 ratings']
Ra&#250;lP&#233;rez,UltreiaValtuilleMenc&#237;a,2015,Bierzo,4.1,691,2,2,5,2,"['Veal', 'Game (deer, venison)', 'Poultry']",13.5,2019,2028,Spanish Mencia,3,Medium-bodied,3,High,Mencia,28.73,"['Oldest vintage available', 'Cheapest vintage available']"
RealdeAs&#250;a,Tinto,2012,Rioja,4.2,59,4,5,38,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,74.95,[]
RealdeAs&#250;a,Tinto,2015,Rioja,3.9,103,6,7,46,6,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,2018,2040,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,74.95,"['Popular among Vivino users. More than 100 ratings', 'Latest vintage available', 'Cheapest vintage available']"
RealdeAs&#250;a,Tinto,2011,Rioja,4.2,61,4,5,34,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,74.95,['Oldest vintage available']
RectoraldeAmandi,MatildaNievesMencia,2020,RibeiraSacra,3.9,221,5,5,7,6,"['Veal', 'Game (deer, venison)', 'Poultry']",0,,,Spanish Mencia,3,Medium-bodied,3,High,Mencia,12.95,"['Good value for money. Similar wines usually cost 31% more.', 'This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 200 ratings']"
Rejadorada,Novellum,2016,Toro,4,100,4,8,7,4,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Toro Red,5,Very full-bodied,3,High,Tinta de toro,15.25,[]
Remelluri,GranjaGranReservaRioja,2011,Rioja,4.4,311,1,1,1,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",0,,,Spanish Rioja Red,4,Full-bodied,3,High,Graciano,57.5,"['Among top 1% of all wines in the world', 'Oldest vintage available', 'Cheapest vintage available']"
Remelluri,GranjaGranReservaRioja,2013,Rioja,4.4,62,2,2,10,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",0,2020,2032,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,68.5,['Latest vintage available']
Remelluri,GranjaGranReservaRioja,2009,Rioja,4.3,680,1,1,4,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,57.5,['Popular among Vivino users. More than 600 ratings']
Remelluri,LindesdeRemelluriVi&#241;edosdeLabastida,2017,Rioja,4,184,4,5,22,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,19.08,[]
Remelluri,LindesdeRemelluriVi&#241;edosdeLabastida,2011,Rioja,3.8,979,7,9,33,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,18.25,[]
Remelluri,LindesdeRemelluriVi&#241;edosdeLabastida,2015,Rioja,3.9,1028,5,6,26,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,2019,2028,Spanish Rioja Red,,,,,Tempranillo,20.7,['93 by Tim Atkin']
Remelluri,LindesdeRemelluriVi&#241;edosdeLabastida,2013,Rioja,3.8,830,7,9,33,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,18.25,['Oldest vintage available']
Remelluri,LindesdeRemelluriVi&#241;edosdeLabastida,2016,Rioja,3.9,812,5,6,27,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,2020,2026,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,20.7,[]
Remelluri,LindesdeRemelluriVi&#241;edosdeSanVicente,2010,Rioja,4,111,4,5,23,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,17.5,[]
Remelluri,LindesdeRemelluriVi&#241;edosdeSanVicente,2016,Rioja,3.9,574,5,6,28,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,17.5,"['92 by Tim Atkin', 'Oldest vintage available', 'Cheapest vintage available']"
Remelluri,LindesdeRemelluriVi&#241;edosdeSanVicente,2018,Rioja,4.1,182,2,3,16,3,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Graciano,19.08,"['Good value for money. Similar wines usually cost 31% more.', 'This vintage rates better than any other year for this wine', 'Latest vintage available']"
Remelluri,RiojaReserva,2013,Rioja,4.2,1745,1,2,8,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,2019,2026,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,31.28,"['Latest vintage available', 'Cheapest vintage available']"
Remelluri,RiojaReserva,2012,Rioja,4.2,3444,1,2,7,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,2018,2026,Spanish Rioja Red,4,Full-bodied,3,High,Garnacha,31.28,"['96 by Tim Atkin', 'Among top 1% of all wines in the world']"
Remelluri,RiojaReserva,2011,Rioja,4.1,3944,2,3,13,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",13,2020,2030,Spanish Rioja Red,4,Full-bodied,3,High,Graciano,59.95,['Oldest vintage available']
Remelluri,RiojaReserva,2014,Rioja,4.2,288,2,2,9,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,31.28,[]
Rem&#237;rezdeGanuza,GranReserva,2011,Rioja,4.5,64,1,2,23,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,149.95,"['Latest vintage available', 'Cheapest vintage available']"
Rem&#237;rezdeGanuza,GranReserva,2007,Rioja,4.5,529,1,1,7,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,895,"[""Winner of Vivino's 2020 Wine Style Awards: Spanish Rioja Red"", 'Popular among Vivino users. More than 500 ratings']"
Rem&#237;rezdeGanuza,GranReserva,2004,Rioja,4.7,264,1,1,1,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,,895,"['This vintage rates better than any other year for this wine', 'Among top 1% of all wines in the world', 'Oldest vintage available']"
Rem&#237;rezdeGanuza,GranReserva,2010,Rioja,4.6,96,1,1,3,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,149.95,[]
Rem&#237;rezdeGanuza,GranReserva,2005,Rioja,4.5,412,1,1,8,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,895,[]
Rem&#237;rezdeGanuza,GranReserva,2009,Rioja,4.4,69,1,3,24,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,149.95,[]
Rem&#237;rezdeGanuza,RiojaReserva,2012,Rioja,4.5,1083,1,1,6,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,2019,2030,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,64.95,"['95 by Tim Atkin', 'Among top 1% of all wines in the world']"
Rem&#237;rezdeGanuza,RiojaReserva,2006,Rioja,4.3,1491,1,2,19,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,64.95,['Popular among Vivino users. More than 1400 ratings']
Rem&#237;rezdeGanuza,RiojaReserva,2009,Rioja,4.4,1172,1,1,12,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,64.95,[]
Rem&#237;rezdeGanuza,RiojaReserva,2005,Rioja,4.3,811,1,2,20,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,,,,,Tempranillo,64.95,"[""Featured in Vivino's 2020 Wine Style Awards: Spanish Rioja Red""]"
Rem&#237;rezdeGanuza,RiojaReserva,2011,Rioja,4.5,1010,1,1,6,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",15,2018,2030,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,64.95,[]
Rem&#237;rezdeGanuza,RiojaReserva,2007,Rioja,4.4,921,1,1,13,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,64.95,[]
Rem&#237;rezdeGanuza,RiojaReserva,2014,Rioja,4.4,138,1,2,16,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,,,,,Tempranillo,64.95,[]
Rem&#237;rezdeGanuza,RiojaReserva,2013,Rioja,4.4,542,1,1,13,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,64.95,[]
Rem&#237;rezdeGanuza,RiojaReserva,2010,Rioja,4.4,1251,1,1,12,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,64.95,[]
Rem&#237;rezdeGanuza,RiojaReservaFincasdeGanuza,2005,Rioja,4,547,3,7,41,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,33.95,[]
Rem&#237;rezdeGanuza,RiojaReservaFincasdeGanuza,2014,Rioja,4.2,681,1,3,27,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,2020,2029,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,33.95,['94 by Tim Atkin']
Rem&#237;rezdeGanuza,RiojaReservaFincasdeGanuza,2010,Rioja,4.1,410,2,5,36,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,33.95,[]
Rem&#237;rezdeGanuza,RiojaVi&#241;aCoqueta,2009,Rioja,4.2,205,2,3,29,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,37.83,"['Latest vintage available', 'Cheapest vintage available']"
Rem&#237;rezdeGanuza,RiojaVi&#241;aCoqueta,2006,Rioja,4.1,238,2,5,37,3,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,85,['Oldest vintage available']
Rem&#237;rezdeGanuza,Trasnocho,2014,Rioja,4.4,163,1,2,16,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,2020,2030,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,89.95,['Oldest vintage available']
Rem&#237;rezdeGanuza,Trasnocho,2006,Rioja,4.5,229,1,1,9,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,89.95,[]
Rem&#237;rezdeGanuza,Trasnocho,2013,Rioja,4.6,91,1,1,4,1,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,89.95,"['This vintage rates better than any other year for this wine', 'Among top 1% of all wines in the world']"
Resalte,GranRiberadelDuero,2010,RiberadelDuero,4.4,122,1,3,1,1,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,70.4,['Cheapest vintage available']
Resalte,OrigendeResalte,2016,RiberadelDuero,4.2,309,2,5,5,2,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,46.25,['Oldest vintage available']
Resalte,OrigendeResalte,2018,RiberadelDuero,4.1,179,2,7,15,3,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,19.65,"['Latest vintage available', 'Cheapest vintage available']"
Resalte,ResalteExpresion,2015,RiberadelDuero,4.3,76,2,6,9,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14.9,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,32.5,['Cheapest vintage available']
Resalte,ResalteVendimiaSeleccionada,2017,RiberadelDuero,4,591,3,9,20,4,"['Beef', 'Lamb', 'Game (deer, venison)']",14.2,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,32.15,"['Popular among Vivino users. More than 500 ratings', 'Oldest vintage available']"
Resalte,ResalteVendimiaSeleccionada,2018,RiberadelDuero,4,496,3,9,21,4,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,15.75,"['Good value for money. Similar wines usually cost 41% more.', '92 by Gu&#237;a Vivir el Vino', 'Latest vintage available', 'Cheapest vintage available']"
BodegasReyes,Te&#243;filoReyesCrianza,2014,RiberadelDuero,4.1,91,3,5,8,3,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,17.53,['Oldest vintage available']
RibasdelC&#250;a,Oncedo,2017,Bierzo,3.9,26,19,23,7,18,"['Veal', 'Game (deer, venison)', 'Poultry']",,,,Spanish Mencia,3,Medium-bodied,3,High,,9.95,"['Good value for money. Similar wines usually cost 71% more.', 'This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 20 ratings']"
BodegaRibas,RibasdeCabrera,2016,Mallorca,4.5,133,1,1,1,1,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,,,,,,69.95,"['Popular among Vivino users. More than 100 ratings', 'Among top 1% of all wines in the world']"
BodegaRibas,RibasNegre,2017,Mallorca,4,192,4,6,18,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,,17.94,['Among top 4% of all wines in the world']
BodegaRibas,Si&#243;Negre,2018,Mallorca,4.2,280,2,2,6,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,29.95,[]
FincaR&#237;oNegro,5&#186;A&#241;o,2015,LaMancha,4.2,55,4,2,15,5,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.2,,,Spanish Red,4,Full-bodied,3,High,Tempranillo,32.95,[]
FincaR&#237;oNegro,RedBlend,2016,Castilla,3.9,371,5,2,22,5,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.2,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,15.95,[]
Rodr&#237;guezdeVera,PitucoParajeLasZorrerasMonastrell,2015,Jumilla,4.1,78,4,2,18,4,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",,,,Spanish Monastrell,5,Very full-bodied,3,High,,22.95,['Popular among Vivino users. More than 70 ratings']
Rodr&#237;guezdeVera,Sorrasca,2014,Castilla,4.2,35,7,3,21,7,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,22.5,['This vintage rates better than any other year for this wine']
Rodr&#237;guezdeVera,Sorrasca,2013,Castilla,4.1,140,3,1,9,3,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.7,,,Spanish Red,4,Full-bodied,3,High,Petit Verdot,22.5,"['Popular among Vivino users. More than 100 ratings', 'Among top 3% of all wines in the world']"
SanPedroRegalado,Embocadero(Vi&#241;ael&#193;guila),2019,RiberadelDuero,4.1,37,9,12,8,9,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,9.5,"['Great value for money. Similar wines usually cost 2 times as much.', 'This vintage rates better than any other year for this wine']"
SaraP&#233;rezyRen&#233;Barbier,GratallopsPartidaBellvisos,2013,Priorat,4.3,47,3,13,23,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,2020,2033,Spanish Priorat Red,4,Full-bodied,3,High,,72.95,[]
SaraP&#233;rezyRen&#233;Barbier,GratallopsPartidaBellvisos,2007,Priorat,4.4,68,1,5,8,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,,79.95,['Popular among Vivino users. More than 60 ratings']
