winery,vintage,year,region,rating,ratings_count,country_rank,region_rank,winery_rank,global_rank,foods,alcohol,drink_from,drink_until,style,body,body_desc,acidity,acidity_desc,grapes,price,highlights
BodegasValdemar,LaGargantillaGarnacha,2016,Rioja,4.2,50,5,6,4,5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Grenache,5,Very full-bodied,3,High,,45.5,"['This vintage rates better than any other year for this wine', 'Among top 5% of all wines in the world']"
BodegasVilano,LaBaraja,2016,RiberadelDuero,4.3,707,1,2,7,1,"['Beef', 'Lamb', 'Game (deer, venison)']",15,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Merlot,24.95,"['Good value for money. Similar wines usually cost 48% more.', '5 by Concours International Gilbert & Gaillard', 'Popular among Vivino users. More than 700 ratings']"
Solabal,Reserva,2016,Rioja,4.1,43,9,11,16,9,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,18.17,[]
Valderiz,Juegabolos,2017,RiberadelDuero,4.3,54,3,8,12,3,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,34.25,[]
Valderiz,Tinto,2019,RiberadelDuero,4.2,76,3,8,11,3,"['Beef', 'Lamb', 'Game (deer, venison)']",14,2020,2022,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,25.75,"['Good value for money. Similar wines usually cost 32% more.', '95 by Wine Spectator']"
BorsaoBodegas,Berola,2015,CampodeBorja,3.9,1392,5,6,4,5,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,18.95,[]
BorsaoBodegas,Berola,2016,CampodeBorja,4,958,3,4,3,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,2020,2026,Spanish Red,4,Full-bodied,3,High,Garnacha,18.95,[]
BorsaoBodegas,Bole,2017,CampodeBorja,3.8,335,8,8,7,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Garnacha,9.95,"['Good value for money. Similar wines usually cost 31% more.', 'This vintage rates better than any other year for this wine', 'Among top 8% of all wines in the world']"
BorsaoBodegas,Cabriola,2016,Arag&#243;n,3.9,820,5,6,5,5,"['Beef', 'Pasta', 'Veal', 'Poultry']",15.5,,,Spanish Red,4,Full-bodied,3,High,Grenache,12.9,"['Good value for money. Similar wines usually cost 40% more.', 'This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 800 ratings', 'Oldest vintage available']"
BorsaoBodegas,Crianza(Selecci&#243;nCrianza),2017,CampodeBorja,4.1,232,2,3,2,3,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,9.7,"['Great value for money. Similar wines usually cost 2 times as much.', 'This vintage rates better than any other year for this wine', 'Among top 3% of all wines in the world']"
BorsaoBodegas,TresPicosGarnacha,2019,CampodeBorja,4,748,3,4,3,4,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.5,,,Spanish Grenache,,,,,Grenache,21.95,[]
BorsaoBodegas,TresPicosGarnacha,2018,CampodeBorja,4,3575,3,4,3,4,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,2020,2024,Spanish Grenache,5,Very full-bodied,3,High,Grenache,21.95,[]
BorsaoBodegas,ZarihsSyrah,2017,CampodeBorja,4.1,1303,2,3,2,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Syrah,4,Full-bodied,3,High,Shiraz/Syrah,14.88,['Cheapest vintage available']
BosquedeMatasnos,EdicionLimitada,2011,RiberadelDuero,4.3,291,1,2,9,1,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,28.93,[]
BrunoMurciano,CambiodeTercioBobal,2019,Utiel-Requena,3.8,269,8,4,21,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,13.35,['Popular among Vivino users. More than 200 ratings']
BrunoMurciano,L'AlegriaBobalArcilla,2019,Utiel-Requena,4,256,4,2,7,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Bobal,19.95,"['Popular among Vivino users. More than 200 ratings', 'Among top 4% of all wines in the world']"
Vi&#241;aBujanda,GranReservaRioja,2010,Rioja,3.9,233,5,7,4,6,"['Beef', 'Lamb', 'Veal', 'Poultry']",13,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,18.95,[]
CalGrau,LaPetiteAgn&#232;s,2016,Priorat,3.9,265,5,6,13,6,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",13.5,,,Spanish Priorat Red,4,Full-bodied,3,High,,35.5,"['This vintage rates better than any other year for this wine', 'Among top 6% of all wines in the world', 'Latest vintage available']"
CalGrau,BadaceliTinto,2015,Priorat,4.1,460,2,2,6,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.5,,,Spanish Priorat Red,,,,,,28,"['This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 400 ratings', 'Among top 2% of all wines in the world']"
CaminodeSeda,Selecci&#243;nEspecialJumilla,2020,Jumilla,3.8,383,7,8,37,8,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",15,,,Spanish Monastrell,5,Very full-bodied,3,High,Monastrell,5.99,['Good value for money. Similar wines usually cost 67% more.']
CaminodelNorte,ElTes&#243;n,2015,Bierzo,4,82,6,8,13,6,"['Veal', 'Game (deer, venison)', 'Poultry']",,,,Spanish Mencia,3,Medium-bodied,3,High,,47.65,[]
Campillo,57GranReserva,2012,Rioja,4.1,143,3,3,5,3,"['Beef', 'Lamb', 'Veal', 'Poultry']",14,2019,2030,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,42.56,['Popular among Vivino users. More than 100 ratings']
CampoViejo,GranReserva,2014,Rioja,4,1617,3,4,1,4,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,25.95,[]
CampoViejo,Reserva,2016,Rioja,3.9,5728,5,6,2,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",12.5,,,Spanish Rioja Red,,,,,Tempranillo,15.45,[]
CanAxartell,Terrum,2016,Mallorca,4,169,4,6,12,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.5,,,Spanish Red,4,Full-bodied,3,High,Callet,27,"['This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 100 ratings']"
CanAxartell,Ventum,2016,Mallorca,4.1,188,2,4,5,3,"['Beef', 'Pasta', 'Veal', 'Poultry']",13,,,Spanish Red,4,Full-bodied,3,High,,27,"['This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 100 ratings']"
CanBlau,Blau,2017,Montsant,3.8,1350,7,11,19,8,"['Beef', 'Pasta', 'Lamb']",14,,,Spanish Montsant Red,4,Full-bodied,3,High,Shiraz/Syrah,16.95,['This vintage rates better than any other year for this wine']
HuguetdeCanFeixes,ReservaEspecial,2007,Pened&#232;s,4,54,9,8,21,9,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,Cabernet Sauvignon,39.26,"['Latest vintage available', 'Cheapest vintage available']"
HuguetdeCanFeixes,ReservaEspecial,2006,Pened&#232;s,3.9,59,12,11,27,12,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,48.85,"['Popular among Vivino users. More than 50 ratings', 'Oldest vintage available']"
CanGrauVell,Alcor,2013,Catalunya,4,33,13,14,45,13,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,Shiraz/Syrah,31.63,[]
CanR&#224;folsdelsCaus,CausLubis,2004,Pened&#232;s,4.2,118,2,2,2,2,"['Beef', 'Lamb', 'Veal']",14.5,,,Spanish Merlot,4,Full-bodied,3,High,Merlot,62.7,"['Popular among Vivino users. More than 100 ratings', 'Among top 2% of all wines in the world']"
CanSumoi,Sumoll-Garnatxa,2018,Catalunya,3.8,347,8,7,20,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",13,,,Spanish Red,4,Full-bodied,3,High,Garnacha,14.48,['Popular among Vivino users. More than 300 ratings']
CaN'Estruc,L'EquilibristaGarnatxa,2014,Catalunya,3.8,286,8,8,10,8,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Grenache,5,Very full-bodied,3,High,Shiraz/Syrah,24.78,"['Oldest vintage available', 'Cheapest vintage available']"
CaN'Estruc,L'EquilibristaGarnatxa,2016,Catalunya,4,62,9,9,16,9,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Grenache,5,Very full-bodied,3,High,Shiraz/Syrah,50.19,['Latest vintage available']
CaN'Estruc,L&#8217;EquilibristaNegre,2016,Catalunya,4,86,5,5,3,5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Rh&#244;ne Blend Red,5,Very full-bodied,3,High,Shiraz/Syrah,19,['Among top 5% of all wines in the world']
CapdeBarbaria,Tinto,2015,Formentera,4.2,47,5,4,14,5,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Merlot,46.95,['This vintage rates better than any other year for this wine']
Carchelo,Canalizo,2014,Jumilla,3.9,48,13,15,12,13,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,,,,,,22.95,['This vintage rates better than any other year for this wine']
Carchelo,MuriVeteresMonastrell,2016,Jumilla,4.2,104,2,2,1,2,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",,,,Spanish Monastrell,5,Very full-bodied,3,High,,39.95,"['This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 100 ratings']"
CarlosSerres,RiojaGranReserva,2012,Rioja,4.1,761,2,3,1,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,17.45,"['Good value for money. Similar wines usually cost 47% more.', '90 by Wine Enthusiast', 'Among top 2% of all wines in the world', 'Latest vintage available', 'Cheapest vintage available']"
CarlosSerres,RiojaReserva,2015,Rioja,3.9,194,5,7,5,6,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,,,,,Tempranillo,12.45,"['Good value for money. Similar wines usually cost 51% more.', 'Cheapest vintage available']"
CarmeloRodero,Crianza,2014,RiberadelDuero,4,2653,3,9,20,4,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,24.95,"['Popular among Vivino users. More than 2600 ratings', 'Oldest vintage available']"
CarmeloRodero,Crianza,2017,RiberadelDuero,4.2,2044,1,4,13,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,27.89,[]
CarmeloRodero,Crianza,2018,RiberadelDuero,4.2,1063,1,5,14,1,"['Beef', 'Lamb', 'Game (deer, venison)']",13,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,25.4,"['Good value for money. Similar wines usually cost 34% more.', 'Latest vintage available']"
CarmeloRodero,9MesesTinto,2015,RiberadelDuero,3.8,2114,7,15,28,8,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,14.4,"['Oldest vintage available', 'Cheapest vintage available']"
CarmeloRodero,9MesesTinto,2018,RiberadelDuero,3.9,2208,5,12,24,5,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,15.13,['Popular among Vivino users. More than 2200 ratings']
CarmeloRodero,9MesesTinto,2019,RiberadelDuero,4.1,1646,2,7,17,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tempranillo,15.7,"['Good value for money. Similar wines usually cost 34% more.', '92 by ABC', 'This vintage rates better than any other year for this wine', 'Among top 2% of all wines in the world', 'Latest vintage available']"
CarmeloRodero,PagoDeValtarre&#241;a,2015,RiberadelDuero,4.6,698,1,1,1,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tinta del Pais,49.5,"['Great value for money. Similar wines usually cost 4 times as much.', 'Popular among Vivino users. More than 600 ratings', 'Among top 1% of all wines in the world']"
CarmeloRodero,Reserva,2018,RiberadelDuero,4.4,79,1,4,11,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Cabernet Sauvignon,38.29,[]
CarmeloRodero,Reserva,2016,RiberadelDuero,4.4,450,1,2,7,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Cabernet Sauvignon,38.29,['Latest vintage available']
CarmeloRodero,Reserva,2012,RiberadelDuero,4.4,469,1,2,6,1,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,,39.5,['Oldest vintage available']
CarmeloRodero,RiberadelDueroTSM,2014,RiberadelDuero,4.2,375,1,5,14,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Merlot,69.5,[]
CarmeloRodero,RiberadelDueroTSM,2017,RiberadelDuero,4.5,499,1,1,3,1,"['Beef', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Merlot,69.5,['Among top 1% of all wines in the world']
Carodorum,Selecci&#243;nEspecial,2015,Toro,4.3,200,1,3,2,1,"['Beef', 'Lamb', 'Game (deer, venison)']",,,,Spanish Toro Red,5,Very full-bodied,3,High,,27.3,"['Good value for money. Similar wines usually cost 47% more.', 'This vintage rates better than any other year for this wine', 'Among top 1% of all wines in the world', 'Cheapest vintage available']"
CasaCastillo,ElMolar,2019,Jumilla,3.8,328,8,8,23,8,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Grenache,5,Very full-bodied,3,High,Garnacha,13.95,['Latest vintage available']
CasaCastillo,PieFranco,2018,Jumilla,4.4,95,1,1,3,1,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",14.5,,,Spanish Monastrell,5,Very full-bodied,3,High,Monastrell,69,[]
CasaCastillo,VinodeFinca,2017,Jumilla,3.8,353,8,8,22,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,,,Spanish Red,4,Full-bodied,3,High,Garnacha,13.9,"['This vintage rates better than any other year for this wine', 'Among top 8% of all wines in the world', 'Oldest vintage available']"
CasadelaErmita,Selecci&#243;nReyLimitada,2020,Jumilla,3.9,67,10,11,4,10,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,9.25,['Good value for money. Similar wines usually cost 85% more.']
CasaPardet,ReservaTempranillo,1995,CostersdelSegre,3.9,29,17,19,16,17,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Tempranillo,4,Full-bodied,2,Medium,,14.5,"['This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 20 ratings']"
CasaRojo,Alexandervs.TheHamFactory,2018,RiberadelDuero,4.2,196,2,1,2,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Tinto Fino,34,['This vintage rates better than any other year for this wine']
CasaRojo,Alexandervs.TheHamFactory,2015,RiberadelDuero,4.1,1777,2,2,2,2,"['Beef', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Ribera Del Duero Red,5,Very full-bodied,3,High,Merlot,34,[]
CasaRojo,LasVi&#241;asBastardas,2019,VinodeEspa&#241;a,3.9,101,6,5,9,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.5,,,Spanish Red,4,Full-bodied,3,High,,14.96,['This vintage rates better than any other year for this wine']
CasaRojo,Minami,2016,Jumilla,4.4,106,1,1,1,1,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",15,,,Spanish Monastrell,5,Very full-bodied,3,High,Shiraz/Syrah,65,"['Popular among Vivino users. More than 100 ratings', 'Among top 1% of all wines in the world']"
CasaRojo,MMMMachoMan,2019,Jumilla,3.9,1061,5,4,6,5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",14,,,Spanish Monastrell,5,Very full-bodied,3,High,Monastrell,23.8,[]
CasaRojo,TheInvisibleMan,2016,RiojaAlta,3.8,426,7,7,11,8,"['Beef', 'Lamb', 'Veal', 'Poultry']",13.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,18.5,"['This vintage rates better than any other year for this wine', 'Among top 8% of all wines in the world']"
Casta&#241;o,CasaCiscaMonastrell,2015,Yecla,4.4,200,1,1,1,1,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",15.5,,,Spanish Monastrell,5,Very full-bodied,3,High,Monastrell,42.43,['Among top 1% of all wines in the world']
Casta&#241;o,Santa,2015,Yecla,4,229,4,2,3,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Garnacha Tintorera,20.9,['Among top 4% of all wines in the world']
Castelld'Encus,Acusp,2017,CostersdelSegre,4.1,261,2,2,17,3,"['Beef', 'Pasta', 'Veal', 'Poultry']",12.5,,,Spanish Red,4,Full-bodied,3,High,Pinot Noir,47,[]
Castelld'Encus,Acusp,2015,CostersdelSegre,4,352,3,4,23,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",13,,,Spanish Red,4,Full-bodied,3,High,Pinot Noir,42.5,['Popular among Vivino users. More than 300 ratings']
Castelld'Encus,Acusp,2016,CostersdelSegre,4.1,325,2,2,14,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.5,,,Spanish Red,4,Full-bodied,3,High,Pinot Noir,42.5,"['Oldest vintage available', 'Cheapest vintage available']"
Castelld'Encus,Quest,2011,CostersdelSegre,4.2,146,2,2,5,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,Merlot,43.97,[]
Castelld'Encus,Quest,2014,CostersdelSegre,4.2,320,2,1,4,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Merlot,43.97,"['Among top 2% of all wines in the world', 'Oldest vintage available', 'Cheapest vintage available']"
Castelld'Encus,Quest,2016,CostersdelSegre,4.2,129,2,2,6,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.5,,,Spanish Red,4,Full-bodied,3,High,Cabernet Sauvignon,41.48,"['This vintage rates better than any other year for this wine', 'Latest vintage available']"
Castelld'Encus,Saktih,2013,CostersdelSegre,4.6,30,1,1,3,1,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,Petit Verdot,175,"['This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 30 ratings']"
Castelld'Encus,Thalarn,2017,CostersdelSegre,4,72,6,7,35,7,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",13.5,,,Spanish Syrah,4,Full-bodied,3,High,Shiraz/Syrah,45,['Latest vintage available']
Castelld'Encus,Thalarn,2015,CostersdelSegre,4,323,4,4,25,4,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",0,2018,2026,Spanish Syrah,4,Full-bodied,3,High,Shiraz/Syrah,39.95,"['Oldest vintage available', 'Cheapest vintage available']"
Castelld'Encus,Thalarn,2016,CostersdelSegre,4.1,261,2,2,16,3,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",13,,,Spanish Syrah,4,Full-bodied,3,High,Shiraz/Syrah,45,[]
CastelldelRemei,CostersDelSegre1780,2016,CostersdelSegre,4.2,96,2,1,2,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,4,Full-bodied,3,High,,29.98,['Oldest vintage available']
CastelldelRemei,CostersDelSegre1780,2017,CostersdelSegre,4.3,37,4,4,6,5,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Cabernet Sauvignon,29.98,"['This vintage rates better than any other year for this wine', 'Latest vintage available', 'Cheapest vintage available']"
CastelldelRemei,ODANegre,2015,CostersdelSegre,3.9,256,5,4,7,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,,,,,Merlot,32.97,"['Popular among Vivino users. More than 200 ratings', 'Oldest vintage available']"
CastelldelRemei,ODANegre,2017,CostersdelSegre,3.9,182,5,4,8,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Merlot,15.19,['Latest vintage available']
CastellMiquel,StairwayToHeavenCabernetSauvignon,2016,Mallorca,4.1,42,9,12,25,9,"['Beef', 'Lamb', 'Poultry']",,,,Spanish Cabernet Sauvignon,4,Full-bodied,3,High,,20.85,[]
CastilloClavijo,RiojaGranReserva,2011,Rioja,3.9,219,5,7,6,6,"['Beef', 'Lamb', 'Veal', 'Poultry']",12,,,Spanish Rioja Red,,,,,Tempranillo,17.95,[]
CastillodeEn&#233;riz,Reserva,2013,Navarra,3.8,492,7,4,4,8,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.5,,,Spanish Red,4,Full-bodied,3,High,Merlot,8.15,"['Good value for money. Similar wines usually cost 60% more.', 'Popular among Vivino users. More than 400 ratings']"
CastillodeMendoza,Evento,2005,Rioja,4.2,57,4,5,17,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,Tempranillo,35.95,[]
CastillodeMendoza,NoralbaCrianza,2017,Rioja,4.1,276,2,3,9,3,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,9.95,"['91 by Tim Atkin', 'Popular among Vivino users. More than 200 ratings', 'Oldest vintage available']"
CastillodeMendoza,NoralbaCrianza,2018,Rioja,4,54,9,11,27,9,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,15.45,"['Latest vintage available', 'Cheapest vintage available']"
CastillodeMendoza,Reserva,2016,Rioja,4.1,38,9,11,26,9,"['Beef', 'Lamb', 'Veal', 'Poultry']",14.5,,,Spanish Rioja Red,4,Full-bodied,3,High,,20.95,[]
CastillodeMendoza,TintoAutorEcol&#243;gico,2016,Rioja,4.1,73,4,5,18,5,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,26.95,[]
CastillodeMendoza,TintoAutorEcol&#243;gico,2015,Rioja,4.2,93,2,2,6,2,"['Beef', 'Lamb', 'Veal', 'Poultry']",,,,Spanish Rioja Red,4,Full-bodied,3,High,,26.95,"['Good value for money. Similar wines usually cost 30% more.', 'This vintage rates better than any other year for this wine', 'Popular among Vivino users. More than 90 ratings', 'Among top 2% of all wines in the world', 'Oldest vintage available']"
CastilloPerelada,FincaLaGarriga,2015,Empord&#224;,3.9,166,6,6,9,6,"['Beef', 'Pasta', 'Veal', 'Poultry']",13.5,,,Spanish Red,4,Full-bodied,3,High,Sams&#243;,19.44,[]
CastilloPerelada,FincaMalave&#239;na,2011,Empord&#224;,4.1,623,2,2,4,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,29,['Oldest vintage available']
CastilloPerelada,5Finques(Fincas)Reserva,2015,Empord&#224;,4,3125,3,4,6,4,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Merlot,15.25,['Popular among Vivino users. More than 3100 ratings']
CastilloPerelada,5Finques(Fincas)Reserva,2017,Empord&#224;,4.2,887,1,1,2,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",15,,,Spanish Red,,,,,Merlot,15.25,"['Good value for money. Similar wines usually cost 57% more.', 'This vintage rates better than any other year for this wine', 'Among top 2% of all wines in the world']"
CastilloPerelada,5Finques(Fincas)Reserva,2016,Empord&#224;,4.1,1995,2,2,3,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14,,,Spanish Red,4,Full-bodied,3,High,Merlot,15.25,['5 by Mundus Vini']
CastilloPerelada,Monastrell-SyrahFincaEspolla,2015,Empord&#224;,4.1,317,2,2,4,2,"['Beef', 'Pasta', 'Veal', 'Poultry']",14.5,,,Spanish Red,,,,,Monastrell,19.44,[]
CellerAixal&#224;Alcait,LesClivellesdeTorroja,2019,Priorat,4.1,45,9,26,26,9,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",,,,Spanish Priorat Red,4,Full-bodied,3,High,,25.99,[]
CalPla,Masd'EnCompteTinto,2015,Priorat,4,105,4,4,20,4,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.5,,,Spanish Priorat Red,4,Full-bodied,3,High,Carignan,31.57,[]
CalPla,PlanotsPriorat,2010,Priorat,4.6,112,1,1,1,1,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",14.5,,,Spanish Priorat Red,4,Full-bodied,3,High,,87.02,['Great value for money. Similar wines usually cost 3 times as much.']
CalPla,Priorat,2017,Priorat,4.1,342,2,2,11,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15,,,Spanish Priorat Red,4,Full-bodied,3,High,Grenache,13.66,['Great value for money. Similar wines usually cost 2 times as much.']
CellerCecilio,L'Espill,2014,Priorat,4.2,87,2,8,2,2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",15.1,,,Spanish Priorat Red,,,,,Cari&#241;ena,31,"['Good value for money. Similar wines usually cost 61% more.', 'This vintage rates better than any other year for this wine', 'Among top 2% of all wines in the world']"
CellerdeCap&#231;anes,CabridaMontsant,2018,Montsant,4.3,32,5,6,6,5,"['Beef', 'Pasta', 'Lamb']",15,,,Spanish Montsant Red,4,Full-bodied,3,High,Grenache,40,"['Great value for money. Similar wines usually cost 2 times as much.', 'Popular among Vivino users. More than 30 ratings']"
CellerdeCap&#231;anes,CabridaOldVinesGarnacha,2016,Montsant,4.2,73,3,3,3,3,"['Beef', 'Pasta', 'Veal', 'Poultry']",,,,Spanish Red,4,Full-bodied,3,High,,44.35,"['Latest vintage available', 'Cheapest vintage available']"
CellerdeCap&#231;anes,CostersDelGravetMontsant,2016,Montsant,3.9,239,5,8,7,6,"['Beef', 'Pasta', 'Lamb']",14.5,,,Spanish Montsant Red,4,Full-bodied,3,High,Cari&#241;ena,18.25,[]
CellerdeCap&#231;anes,CostersDelGravetMontsant,2017,Montsant,4.1,36,9,15,14,9,"['Beef', 'Pasta', 'Lamb']",15,,,Spanish Montsant Red,4,Full-bodied,3,High,,18.25,"['Good value for money. Similar wines usually cost 37% more.', 'This vintage rates better than any other year for this wine']"
CellerdeCap&#231;anes,FlordePrimaveraPerajHa'abib,2016,Montsant,4.1,149,3,3,2,3,"['Beef', 'Pasta', 'Lamb']",14,,,Spanish Montsant Red,4,Full-bodied,3,High,Cabernet Sauvignon,34.94,"[""Featured in Vivino's 2020 Wine Style Awards: Spanish Montsant Red"", 'Oldest vintage available']"
